F4E7F6CE99084EF9C64D58020FEB335E,,201407,310,10,2000,3137.33,219.63,219.61,.02,206.84,12.79
B4A7374B8EC9B6499FD4561ABD0E0788,,201407,310,10,2000,3137.33,219.63,219.61,.02,210.11,9.52
EA54C0DF2261B48B54E811B83DB12EB1,,201407,310,10,2000,3137.33,219.63,219.61,.02,212.08,7.55
9FE4C85913B7F019C929114603E18FC7,,201407,310,10,2000,3137.33,219.63,219.61,.02,210.77,8.86
B03A9D26528B76458EDA8CC0B899D179,,201407,310,10,2000,3137.33,219.63,219.61,.02,211.75,7.88
2CFBB28351A247488A0E2D768F65E1DF,,201407,310,10,2000,3137.33,219.63,219.61,.02,211.42,8.21
8014DB3ED0D07B14A51214109444AC77,,201407,310,10,2000,3137.33,219.63,219.61,.02,205.53,14.1
17B3E77D9A701BCCAC2751518BC270CB,,201407,310,10,2000,3137.33,219.63,219.61,.02,210.77,8.86
DFE2D52B0F2B78301E4AA9780CAB6CEB,,201407,310,10,2000,3137.33,219.63,219.61,.02,210.44,9.19
A4BF1CEE147434DEA3025EC5C271CE0F,,201407,310,10,2000,3137.33,219.63,219.61,.02,211.42,8.21
B03A9D26528B76458EDA8CC0B899D179,,201408,310,10,2000,3137.33,282.36,219.61,62.75,211.75,70.61
9FE4C85913B7F019C929114603E18FC7,,201408,310,10,2000,3137.33,282.36,219.61,62.75,210.77,71.59
F4E7F6CE99084EF9C64D58020FEB335E,,201408,310,10,2000,3137.33,282.36,219.61,62.75,206.84,75.52
DFE2D52B0F2B78301E4AA9780CAB6CEB,,201408,310,10,2000,3137.33,282.36,219.61,62.75,210.44,71.92
8014DB3ED0D07B14A51214109444AC77,,201408,310,10,2000,3137.33,282.36,219.61,62.75,205.53,76.83
A4BF1CEE147434DEA3025EC5C271CE0F,,201408,310,10,2000,3137.33,282.36,219.61,62.75,211.42,70.94
2CFBB28351A247488A0E2D768F65E1DF,,201408,310,10,2000,3137.33,282.36,219.61,62.75,211.42,70.94
B4A7374B8EC9B6499FD4561ABD0E0788,,201408,310,10,2000,3137.33,282.36,219.61,62.75,210.11,72.25
9FE4C85913B7F019C929114603E18FC7,,201501,330,10,0,0,150,150,,150,
2CFBB28351A247488A0E2D768F65E1DF,,201501,330,10,0,0,150,150,,150,
F4E7F6CE99084EF9C64D58020FEB335E,,201501,330,10,0,0,150,150,,150,
A4BF1CEE147434DEA3025EC5C271CE0F,,201501,330,10,0,0,150,150,,150,
B03A9D26528B76458EDA8CC0B899D179,,201501,330,10,0,0,150,150,,150,
8014DB3ED0D07B14A51214109444AC77,,201501,330,10,0,0,150,150,,150,
EA54C0DF2261B48B54E811B83DB12EB1,,201501,330,10,0,0,150,150,,150,
9FE4C85913B7F019C929114603E18FC7,,201502,310,10,2000,3137.33,282.36,219.61,62.75,210.44,71.92
2CFBB28351A247488A0E2D768F65E1DF,,201502,310,10,2000,3137.33,282.36,219.61,62.75,211.09,71.27
F4E7F6CE99084EF9C64D58020FEB335E,,201502,310,10,2000,3137.33,282.36,219.61,62.75,206.51,75.85
EA54C0DF2261B48B54E811B83DB12EB1,,201502,310,10,2000,3137.33,282.36,219.61,62.75,211.75,70.61
A4BF1CEE147434DEA3025EC5C271CE0F,,201502,310,10,2000,3137.33,282.36,219.61,62.75,211.09,71.27
B03A9D26528B76458EDA8CC0B899D179,,201502,310,10,2000,3137.33,282.36,219.61,62.75,211.42,70.94
8014DB3ED0D07B14A51214109444AC77,,201502,310,10,2000,3137.33,282.36,219.61,62.75,205.2,77.16
2CFBB28351A247488A0E2D768F65E1DF,,201409,310,10,2000,3137.33,282.36,219.61,62.75,211.42,70.94
DFE2D52B0F2B78301E4AA9780CAB6CEB,,201409,310,10,2000,3137.33,282.36,219.61,62.75,210.44,71.92
EA54C0DF2261B48B54E811B83DB12EB1,,201409,310,10,2000,3137.33,282.36,219.61,62.75,212.08,70.28
9FE4C85913B7F019C929114603E18FC7,,201409,310,10,2000,3137.33,282.36,219.61,62.75,210.77,71.59
B03A9D26528B76458EDA8CC0B899D179,,201409,310,10,2000,3137.33,282.36,219.61,62.75,211.75,70.61
F4E7F6CE99084EF9C64D58020FEB335E,,201409,310,10,2000,3137.33,282.36,219.61,62.75,206.84,75.52
A4BF1CEE147434DEA3025EC5C271CE0F,,201409,310,10,2000,3137.33,282.36,219.61,62.75,211.42,70.94
8014DB3ED0D07B14A51214109444AC77,,201409,310,10,2000,3137.33,282.36,219.61,62.75,205.53,76.83
F4E7F6CE99084EF9C64D58020FEB335E,,201410,310,10,2000,3137.33,282.36,219.61,62.75,206.84,75.52
8014DB3ED0D07B14A51214109444AC77,,201410,310,10,2000,3137.33,282.36,219.61,62.75,205.53,76.83
B03A9D26528B76458EDA8CC0B899D179,,201410,310,10,2000,3137.33,282.36,219.61,62.75,211.75,70.61
2CFBB28351A247488A0E2D768F65E1DF,,201410,310,10,2000,3137.33,282.36,219.61,62.75,211.42,70.94
EA54C0DF2261B48B54E811B83DB12EB1,,201410,310,10,2000,3137.33,282.36,219.61,62.75,212.08,70.28
9FE4C85913B7F019C929114603E18FC7,,201410,310,10,2000,3137.33,282.36,219.61,62.75,210.77,71.59
A4BF1CEE147434DEA3025EC5C271CE0F,,201410,310,10,2000,3137.33,282.36,219.61,62.75,211.42,70.94
DFE2D52B0F2B78301E4AA9780CAB6CEB,,201410,310,10,2000,3137.33,282.36,219.61,62.75,210.44,71.92
2CFBB28351A247488A0E2D768F65E1DF,,201505,310,10,2000,3137.33,282.36,219.61,62.75,211.09,71.27
