1999,3768.0
2000,5480.11074948
2001,7308.30307501
2002,8328.86878129
2003,8959.52986675
2004,10265.3097941
2005,10922.7930354
2006,11503.8605418
2007,13650.3896367
2008,15839.2482795
2009,17751.5393559
2010,19738.4007141
2011,22201.9407178
2012,24808.7841343
2013,28216.3196392
2014,31763.7953585
2015,34673.5485387
2016,35586.2410773
2017,33503.80513
2018,21745.87
2507,15420.96
